pathway,pval,padj,log2err,ES,NES,size,leadingEdge
5991121_Formation_of_incision_complex_in_GG-NER,0.303191489361702,0.512017904224661,0.100633389423036,0.380865155321166,1.16009328269908,20,68240 19891 22590 14885 17420 13194 66671 19359 13870 209357 68275
5991122_Global_Genomic_NER_GG-NER_,0.00201261923506826,0.0143828642896342,0.431707695803346,0.551254415740518,1.89598751073827,33,69263 68240 72151 106344 19891 19687 22590 14885 18973 16881 18972 17420 69745 18538 13194 18971 66671 19718
5991123_Nucleotide_Excision_Repair,0.0105357610614607,0.0501947640814305,0.380730400722792,0.480326591577504,1.70154533756434,42,69263 68240 72151 106344 19891 19687 22590 14885 18973 16881 18972 17420 69745 18538 13194 69833 18971 66671 19718
5991124_DNA_Repair,0.000199235347246924,0.00204827918397715,0.518848077743792,0.442681917852762,1.86337070028501,101,19361 68026 15270 69263 12189 76843 67196 68240 72151 58206 106344 26909 17535 211651 19891 27015 19687 22590 14885 18973 16881 18972 80905 17420 69745 18538 237211 72774 100040608 58186 13194 22230 14156 268395 217365 69833 18971 66671 19718
5991125_Dual_incision_reaction_in_GG-NER,0.303191489361702,0.512017904224661,0.100633389423036,0.380865155321166,1.16009328269908,20,68240 19891 22590 14885 17420 13194 66671 19359 13870 209357 68275
5991129_Apoptosis,9.03705815383063e-05,0.00110327418294682,0.538434096309916,0.454296083100451,1.92785059099717,105,58801 14958 97165 22352 12043 14103 269582 227753 12367 13511 14940 14942 12018 12125 14944 17463 11783 22628 22627 26440 14939 14941 26444 14943 13063 19179 228769 19057 26445 11651 68097 57296 19170 12028 67151 16906 26442 19177
5991130_Programmed_Cell_Death,6.34178216175569e-05,0.000790698797189113,0.538434096309916,0.453750608402058,1.93823033247333,108,58801 14958 97165 22352 12043 74568 14103 269582 227753 12367 13511 14940 14942 12018 12125 14944 17463 11783 22628 22627 26440 14939 14941 26444 14943 13063 19179 228769 19057 26445 11651 68097 57296 19170 12028 67151 16906 26442 19177
5991131_RNA_Polymerase_II_Pre-transcription_Events,0.741116751269036,0.861695270324712,0.0711327399327894,-0.203512064603307,-0.834893672076721,45,12455 72949 20020 13871 67655 14884 20924 228980 433702 226182 24075 13872 72504 209361 24116
5991133_The_phototransduction_cascade,0.124168514412417,0.276664446561507,0.188204146308491,-0.445425521966773,-1.34439065604518,15,18750 20215 110606 75624 18761 107477
5991134_Visual_phototransduction,0.754560530679934,0.865929150525181,0.0499913914024592,0.22273546347901,0.798459738863539,43,14187 14733 27384 622402 20971 14697 17252 56307
5991137_CaM_pathway,0.119638826185102,0.270068711245182,0.193813302725311,-0.397416303196429,-1.34692957296185,21,12912 18750 11512 11513
5991138_Ca-dependent_events,0.136771300448431,0.292510883440804,0.179782316298324,-0.389519054150993,-1.34340573320189,22,12912 18750 11512 11513
5991139_PLC_beta_mediated_events,0.0522787320438128,0.160921692728095,0.321775918075361,-0.420879197242316,-1.54420811898805,29,12912 16439 18750 11512 11513 16440 18798
5991140_G-protein_mediated_events,0.0522787320438128,0.160921692728095,0.321775918075361,-0.420879197242316,-1.54420811898805,29,12912 16439 18750 11512 11513 16440 18798
5991141_Opioid_Signalling,0.085995085995086,0.223231553654105,0.241339976815091,-0.335965591552423,-1.35728139245197,41,12912 18578 16439 18750 11512 11513 16440 18798
5991142_Signaling_by_GPCR,0.173228346456693,0.347643188437062,0.117249716749792,0.240272035330857,1.16331054806435,257,12772 12774 80901 58861 12766 14062 16952 16995 140795 19217 12534 16443 15200 14702 57257 19055 17207 20304 70086 14682 319757 14676 12773 26417 233079 14064 15461 19088 13605 14767 19218 78826 20305 19057 21844 11853 11651 54199
5991143_DAG_and_IP3_signaling,0.0164923381396118,0.0726654898482146,0.352487857583619,-0.464657514543401,-1.65356452311828,26,12912 16439 18750 11512 18803 11513 16440
5991144_PLC-gamma1_signalling,0.020433442868133,0.0814557654471151,0.352487857583619,-0.459313229635036,-1.65418475901144,27,12912 16439 18750 11512 18803 11513 16440
5991145_NGF_signalling_via_TRKA_from_the_plasma_membrane,0.019842139474498,0.0807464842503879,0.352487857583619,-0.297012265767507,-1.46900668444497,116,19094 12912 20112 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 107746 319520 15370 29857 16440 78757 18708 20848 18706 109880 54401 16818 12929 12524 58988 26416 16653 104111 75778 12928 74769 56637 19211 18753 18574 18707 100042150 20111 18749
5991146_Signalling_by_NGF,0.00808895136918879,0.0408631508822813,0.380730400722792,-0.274427535200719,-1.42847728001704,177,19094 12912 102098 18035 20112 16150 16439 18750 171207 11512 20662 101497 14360 19165 56458 18803 22084 56717 11513 77647 16801 107746 319520 15370 29857 18554 16440 30938 78757 75547 19697 18708 20848 226970 18706 109880 54401 213498 16818 12929 12524 58988 15182
5991147_Downstream_signal_transduction,0.00280863521749163,0.0181738627660417,0.431707695803346,-0.356960956857488,-1.69878726535124,93,12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 20852 107746 15370 16440 78757 17973 18708 20848 18706 54401 17974 16818 12929 12524 58988 16653 20850 104111 75778 20851 12928 74769 56637 19211 18753 18574 18707 100042150 18749
5991148_Signaling_by_PDGF,0.0148655611763453,0.0675288282894445,0.380730400722792,-0.308544847575245,-1.50448288363106,104,12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 20852 107746 15370 16440 78757 17973 18708 20848 18706 54401 17974 16818 12929 12524 58988 16653 20850 104111 75778 20851 12928 74769 56637 19211 18753 18574 18707 100042150
5991149_EGFR_interacts_with_phospholipase_C-gamma,0.020433442868133,0.0814557654471151,0.352487857583619,-0.45934960914,-1.65431577727691,27,12912 16439 18750 11512 18803 11513 16440
5991150_Signaling_by_EGFR,0.021524926786136,0.0838275975259788,0.352487857583619,-0.29939663235807,-1.45269849758192,100,12912 94212 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 13858 12402 15370 16440 78757 18708 18706 12988 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991151_PLCG1_events_in_ERBB2_signaling,0.020433442868133,0.0814557654471151,0.352487857583619,-0.45934960914,-1.65431577727691,27,12912 16439 18750 11512 18803 11513 16440
5991152_Signaling_by_ERBB2,0.0192398195327341,0.0793981284942408,0.352487857583619,-0.311520304694002,-1.47018067641402,89,12912 16439 18750 11512 20662 14360 56458 18803 56424 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 75717 56637 19211 18753 18574 18707 100042150 18749
5991153_DAP12_signaling,0.211111111111111,0.393984430290163,0.159646701919906,-0.234522466573207,-1.12242515655427,95,12912 17444 16439 18750 11512 20662 14360 56458 18803 16797 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 16822 104111 75778 74769 56637 19211 18753 18574 18707 100042150
5991154_DAP12_interactions,0.208571428571429,0.390750479813061,0.163180127180689,-0.236772686183047,-1.13882148916505,98,12912 17444 16439 18750 11512 20662 14360 56458 18803 16797 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 320832 16822 104111 75778 74769 56637 19211 18753 18574 18707 100042150
5991155_Innate_Immune_System,0.324155193992491,0.525141889873544,0.077274697304471,0.212216746856179,1.0590907232734,336,12772 12774 16641 20430 16643 14389 12575 12043 234779 12534 22166 20018 67005 17164 15200 16854 67664 140579 73086 57257 27007 19055 12504 19419 14127 18019 67603 17463 26399 26417 64654 15461 56378 12491 58203 72349 26440 19088 26444 93765 52440 102626 23988 19179 26409 228769 26445 117149 22200 11651 383619 57296 19170 17246 108960 12315 66589 69379 67151 240354 13030 12519 12362 16179 14131 12631 19087 26442 19177 69870 228775 12343 69833 22325 22027 74414 19084 12314 12475 14784 18806 23996
5991157_Phospholipase_C-mediated_cascade:_FGFR1,0.0307229512579114,0.107806284054707,0.352487857583619,-0.402655012863243,-1.48871319136421,31,12912 16439 18750 11512 18803 11513 16440
5991158_Downstream_signaling_of_activated_FGFR1,0.0258858526504334,0.0948069353322123,0.352487857583619,-0.311554881534018,-1.45396256906424,82,12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991159_Signaling_by_FGFR1,0.0347679096388882,0.117091925565451,0.321775918075361,-0.293952121227841,-1.39300701068053,91,12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991160_Signaling_by_FGFR,0.0347679096388882,0.117091925565451,0.321775918075361,-0.293952121227841,-1.39300701068053,91,12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991161_Phospholipase_C-mediated_cascade;_FGFR2,0.0365747044530419,0.1224730103399,0.321775918075361,-0.412536661078561,-1.51888900142168,30,12912 16439 18750 11512 18803 11513 16440
5991162_Downstream_signaling_of_activated_FGFR2,0.0258858526504334,0.0948069353322123,0.352487857583619,-0.311554881534018,-1.45396256906424,82,12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991163_Signaling_by_FGFR2,0.0347679096388882,0.117091925565451,0.321775918075361,-0.293952121227841,-1.39300701068053,91,12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991164_Phospholipase_C-mediated_cascade;_FGFR3,0.0529998066493557,0.160921692728095,0.321775918075361,-0.420643919765347,-1.54334488461455,29,12912 16439 18750 11512 18803 11513 16440
5991165_Downstream_signaling_of_activated_FGFR3,0.0258858526504334,0.0948069353322123,0.352487857583619,-0.311554881534018,-1.45396256906424,82,12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991166_Signaling_by_FGFR3,0.0347679096388882,0.117091925565451,0.321775918075361,-0.293952121227841,-1.39300701068053,91,12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991167_Phospholipase_C-mediated_cascade;_FGFR4,0.0529998066493557,0.160921692728095,0.321775918075361,-0.420643919765347,-1.54334488461455,29,12912 16439 18750 11512 18803 11513 16440
5991168_Downstream_signaling_of_activated_FGFR4,0.0258858526504334,0.0948069353322123,0.352487857583619,-0.311554881534018,-1.45396256906424,82,12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 15370 16440 78757 18708 18706 54401 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991169_Signaling_by_FGFR4,0.0347679096388882,0.117091925565451,0.321775918075361,-0.293952121227841,-1.39300701068053,91,12912 16439 18750 11512 20662 14360 56458 18803 22084 56717 11513 77647 12402 15370 16440 78757 18708 18706 109880 54401 17346 16818 12524 58988 16653 104111 75778 74769 56637 19211 18753 18574 18707 100042150 18749
5991170_Smooth_Muscle_Contraction,0.500920810313076,0.679489802878385,0.0747385227439092,0.336041109484245,0.973150055987425,17,20411 22330 59310 12315 17880 12314 12313 19303 20410 109700
5991171_Muscle_contraction,0.00282222100974368,0.0181738627660417,0.431707695803346,0.529643161964498,1.84495613345904,35,12306 16952 22352 20411 11749 22330 59310 11474 17996 17896 12315 17880
5991172_Antigen_activates_B_Cell_Receptor_BCR_leading_to_generation_of_second_messengers,0.0932400932400932,0.237254352362266,0.224966093540314,-0.411524201489136,-1.4379482824626,24,16439 20662 14360 18803 12402 16440 17973 18708 20866 12143
5991173_Signaling_by_the_B_Cell_Receptor_BCR_,0.102719033232628,0.249149659863946,0.245041785430996,-0.243084724727399,-1.20219478787233,118,18751 12912 18035 16150 16439 20662 14360 56458 18803 22084 56717 77647 12402 15370 16440 78757 19697 17973 18708 18706 16818 21402 12524 58988 20866 19184 16653 12143 75778 26446 74769 56637 19211 19696 18707 100042150 12042 18036
5991174_Adaptive_Immune_System,0.151162790697674,0.31485063399957,0.12563992130984,0.240147559328392,1.17559058498536,284,80876 12477 66141 68713 15001 73804 26934 12520 12575 234779 26410 16412 56464 16410 228421 110033 15200 16551 380711 27007 14961 229841 54167 12504 19419 77371 22209 17463 17970 11773 64654 15461 13800 12491 26440 16571 223864 26444 20334 93765 16579 19179 26409 228769 16568 83490 26445 11651 68097 57296 19170 17246 12315 66589 104184 67151 240354 12519 71819 21355 15019 22637 26442 19177 14827 667803 228775 16563
5991175_FCERI_mediated_Ca+2_mobilization,0.113744075829384,0.262417434787476,0.204294756516886,-0.37778979497162,-1.34443064538634,26,17444 16439 21682 20662 18803 16797 16440 18018 16428 19058 16822
5991176_Fc_epsilon_receptor_FCERI_signaling,0.0411419706324383,0.133199971218833,0.321775918075361,-0.286306411096609,-1.40387149345252,106,12912 17444 18035 16150 16439 21682 20662 14360 56458 18803 16797 22084 56717 77647 15370 16440 78757 224105 19697 18708 18706 14281 54401 16818 18761 12524 58988 18018 16428 19058 16653 16822 18479 75778 26419
5991177_VEGFR2_mediated_cell_proliferation,0.417249417249417,0.619786520450339,0.0978773277424561,-0.293216982628113,-1.02455907825896,24,18751 16439 18750 18803
5991178_VEGFA-VEGFR2_Pathway,0.227642276422764,0.420815059885615,0.151148761385484,-0.258219677760302,-1.14835965870176,69,18751 19094 14083 16439 18750 14360 18803 19877 56717 29857 16440 78757 224105 242687 17973 18708 18706 54401 17974
5991179_Signaling_by_VEGF,0.463607594936709,0.653543031585945,0.0709609456938284,0.246745576624422,0.993135177302216,74,20430 22339 12385 12534 16410 17164 140579 57257 17970 26417 15461 26362
5991181_CLEC7A_Dectin-1_signaling,0.541009463722397,0.720526240321193,0.0632191170859458,0.236280562605218,0.947430259766703,72,234779 19055 18019 17463 26440 26444 93765 19179 26409 228769 26445 22200 57296 19170 12315 66589 67151 240354 26442 19177 12314 23996
5991182_C-type_lectin_receptors_CLRs_,0.730650154798762,0.85342662961599,0.0483117581055019,0.203876403517889,0.847258162540284,88,234779 73086 19055 14127 18019 17463 15461 26440 26444 93765 19179 26409 228769 26445 22200 57296 19170 12315 66589 67151 240354 26442 19177
"5991183_Inactivation,_recovery_and_regulation_of_the_phototransduction_cascade",0.124168514412417,0.276664446561507,0.188204146308491,-0.445425521966773,-1.34439065604518,15,18750 20215 110606 75624 18761 107477
5991185_IRS-related_events,0.590330788804071,0.758626847015758,0.083129129135339,-0.223797816994947,-0.941961839480229,50,20662 22084 56717 19082 64930 18708 18706 54401 16337 16333 19042 12283 16653 72508 75778 74769
5991186_Insulin_receptor_signalling_cascade,0.565110565110565,0.741942909760589,0.0835990603684159,-0.223945009901393,-0.955468294286646,53,20662 22084 56717 19082 64930 18708 18706 54401 16337 16333 19042 12283 16653 72508 75778 12928 74769
5991187_Signaling_by_Insulin_receptor,0.831550802139038,0.90093823093972,0.0679922591544058,-0.181597767512238,-0.800294944178855,66,20662 22084 56717 21871 19082 64930 18708 18706 54401 16337 16333 19042 12283 16653 72508 75778 12928 74769
5991188_Insulin_receptor_recycling,0.929219600725953,0.960982976965999,0.0445961615888961,0.201346456835424,0.576691295377127,16,11964 114143 11984
5991190_IRS-mediated_signalling,0.743073047858942,0.86225902187196,0.0706196247122591,-0.201384287165742,-0.83207224926989,47,20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991191_IRS-related_events_triggered_by_IGF1R,0.56857855361596,0.742064660175841,0.0840745577910723,-0.22592365061252,-0.94876941575585,49,16001 20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991192_IGF1R_signaling_cascade,0.610687022900763,0.776097570618119,0.0813027345384498,-0.22125677996177,-0.93126665062585,50,16001 20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991193_Signaling_by_Type_1_Insulin-like_Growth_Factor_1_Receptor_IGF1R_,0.610687022900763,0.776097570618119,0.0813027345384498,-0.22125677996177,-0.93126665062585,50,16001 20662 22084 56717 19082 64930 18708 18706 54401 19042 12283 16653 72508 75778 74769
5991194_PI3K_Cascade,0.779448621553885,0.879995110750238,0.0679922591544058,-0.205934927646724,-0.811469763597317,38,22084 56717 19082 64930 18708 18706 19042 12283 72508 75778 74769
5991199_Signalling_to_RAS,0.659574468085106,0.812817657183355,0.0593487680335629,0.275012663006084,0.837672700043965,20,12534 17164 26417 15461 102626
5991200_Signalling_to_ERKs,0.2,0.381758957654723,0.152144922367565,-0.343289304895103,-1.24108698698759,28,19094 20662 18803 107746 29857 109880 54401 12929 26416 16653 12928
5991201_Gap-filling_DNA_repair_synthesis_and_ligation_in_GG-NER,0.000136282215865048,0.0014789144166096,0.518848077743792,0.753033176653084,2.15681807830857,16,69263 68240 72151 106344 19891 19687 18973 16881 18972 69745 18538 18971 19718
5991202_RNA_Polymerase_I_Chain_Elongation,0.690518783542039,0.834317540527083,0.057609110864425,0.268245929745455,0.822941704428664,21,20018 14885 75316 17420 69833 66671 20017 21340 209357
5991203_RNA_Polymerase_I_Transcription_Termination,0.774647887323944,0.879995110750238,0.051530912208539,0.24265138416268,0.756154230638051,23,20018 14885 75316 17420 69833 66671 20017 21340 209357
5991204_NoRC_negatively_regulates_rRNA_expression,0.464351005484461,0.653543031585945,0.0782955249944794,0.339527784509237,1.00324349426338,18,60406 20018 17191 245688 20017
5991205_Negative_epigenetic_regulation_of_rRNA_expression,0.703315881326352,0.837961303880398,0.0555947097758869,0.262297971672939,0.823687387363655,24,60406 20018 75316 17191 245688 20017 20937 21340
5991206_Epigenetic_regulation_of_gene_expression,0.493399339933993,0.673967396739674,0.0699458736501659,0.281458750009531,0.987207087215436,37,60406 18140 14056 20018 11569 75316 17191
5991208_RHO_GTPases_activate_PKNs,0.370546318289786,0.568372375243629,0.106323255932708,-0.296132570632603,-1.06650092656065,27,17886 15077 97114 329251 17978 67938 54401 17904 109333 69386 77579
5991209_RHO_GTPase_Effectors,1.15488720738182e-10,4.22977439703593e-09,0.839088935621274,0.524879644608933,2.37905184089612,157,66336 66977 20430 104215 233406 107995 66442 52276 67629 72415 56150 12385 20877 12615 11799 66468 73804 70454 60411 208628 228421 68014 12236 18817 66934 108000 26886 72155 229841 67052 16319 12704 67203 18645 12235 381318 66570 102920 544963 75786 17970 26417 69736 70385 22628 22627 56378 404710
5991210_Signaling_by_Rho_GTPases,8.77111581310364e-08,2.23472776803423e-06,0.704975715167238,0.423851201438441,2.02438338775659,231,66336 66977 20430 104215 233406 107995 66442 52276 67629 72415 218581 56150 12385 20877 12615 11799 66468 73910 73804 26934 70454 60411 208628 228421 68014 12236 18817 66934 16443 108000 26886 14570 57257 72155 229841 67052 17207 16319 12704 67203 18645 12235 381318 66570 228482 102920 544963 75786 17970 26417 69736 70385 22628 14569 22627 56378 404710
5991211_mRNA_Splicing_-_Minor_Pathway,0.85546218487395,0.913246753246753,0.0448645113168564,0.217920319929631,0.726409603188349,30,20641 68705 107686 27756 69878 20638 69833 68092 20643 66055 27366 20624 20021
5991215_RNA_Polymerase_II_Transcription_Pre-Initiation_And_Promoter_Opening,0.988524590163934,0.993611337626185,0.0370705393657621,0.142905103904916,0.481103717810367,31,14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991216_Transport_of_Mature_mRNA_derived_from_an_Intron-Containing_Transcript,0.415011037527594,0.618820529239618,0.0949751525905595,-0.321187434997228,-1.05268962666245,19,53319 67996 71713 68134 69207 51796 433702
5991217_Transport_of_Mature_Transcript_to_Cytoplasm,0.476958525345622,0.665470704410797,0.0894366833718621,-0.282694174748516,-0.982314647747897,23,53319 94230 67996 71713 68134 69207 51796 433702 54451
5991222_Double-Strand_Break_Repair,0.0145264278404676,0.0669901191113061,0.380730400722792,0.610982226345196,1.71535388536975,15,19361 15270 12189 68240 17535 19891 16881
5991231_Ubiquitin-dependent_degradation_of_Cyclin_D1,0.112211221122112,0.259982253771074,0.169570644405628,0.385679175854223,1.35275672112452,37,12567 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441 53380
5991232_Ubiquitin-dependent_degradation_of_Cyclin_D,0.112211221122112,0.259982253771074,0.169570644405628,0.385679175854223,1.35275672112452,37,12567 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441 53380
5991234_Triglyceride_Biosynthesis,0.00152274137583197,0.0114400826440709,0.45505986738723,0.600865630057702,1.95722411754787,27,68262 50790 28169 52123 216739 170439 13358 13350 433256 14104 30963 67512 231510 54325 14933 56348
5991235_RNA_Polymerase_II_Promoter_Escape,0.988524590163934,0.993611337626185,0.0370705393657621,0.142905103904916,0.481103717810367,31,14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991236_RNA_Polymerase_II_Transcription_Initiation_And_Promoter_Clearance,0.988524590163934,0.993611337626185,0.0370705393657621,0.142905103904916,0.481103717810367,31,14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991238_RNA_Polymerase_II_Transcription_Initiation,0.988524590163934,0.993611337626185,0.0370705393657621,0.142905103904916,0.481103717810367,31,14885 68705 17420 69833 66671 68153 209357 20021 99730 68776 229906 98053
5991240_Peroxisomal_lipid_metabolism,0.637023593466425,0.79414554817726,0.0621124188949471,0.295029352300054,0.845015412867495,16,74114 15926 67420 56794 228061 11666
5991241_Synthesis_of_PA,0.0810313075506446,0.215623290736413,0.213927855492356,0.505753510913795,1.46462454613658,17,68262 28169 52123 66350 67512 231510 18806
5991242_Glycerophospholipid_biosynthesis,0.427152317880795,0.622043993630949,0.0774767547848578,0.274111429770533,1.02589273886074,54,226856 68262 28169 66461 52123 66350 13350 28042 67216 225845 67512 231510 104759 236899 18806 23945 13026
5991243_Phospholipid_metabolism,0.324858757062147,0.525141889873544,0.126875729929857,-0.227129162811401,-1.07190735622648,89,100434 12651 269180 18710 74182 18711 18720 19062 66826 224020 74451 18708 170749 18706 64436 68682 320951 18718 99712 320207 75320 11842 20975 68671 18704 74769 19211 333433 18707 116939 14712 70568 12660
5991248_RNA_Polymerase_III_Transcription_Initiation_From_Type_1_Promoter,0.316270566727605,0.521552196297513,0.0999276973731092,0.385646851690777,1.13951703717314,18,20018 67005 66596 69870 69833 74414 70408 78929
5991249_RNA_Polymerase_III_Transcription_Initiation,0.62478184991274,0.78258547008547,0.0611692626746689,0.282540471294924,0.887254373875214,24,20018 67005 66596 69870 69833 74414
5991250_RNA_Polymerase_III_Transcription,0.62478184991274,0.78258547008547,0.0611692626746689,0.282540471294924,0.887254373875214,24,20018 67005 66596 69870 69833 74414
5991251_RNA_Polymerase_III_Abortive_And_Retractive_Initiation,0.62478184991274,0.78258547008547,0.0611692626746689,0.282540471294924,0.887254373875214,24,20018 67005 66596 69870 69833 74414
5991254_Cytochrome_P450_-_arranged_by_substrate_type,0.78448275862069,0.879995110750238,0.0499913914024592,0.235697392805473,0.760517190071458,26,13121 14148 70101 13107 74519 13081 13114 100066 13070 71754 320997 13110 56050 380997 13075 13085 56388 106648 244209 110115
5991262_Arachidonic_acid_metabolism,0.236706689536878,0.430653282046471,0.114266502484433,0.376350302891608,1.20017330141298,25,17164 27384 622402 67103 64292 77219 11690
5991263_mRNA_Capping,0.807553956834532,0.891198905282554,0.0506004243853618,0.230798943865133,0.710671837589064,22,14885 68705 17420 67897 69833 66671 68092 209357 20021
5991264_RNA_Pol_II_CTD_phosphorylation_and_interaction_with_CE,0.783687943262411,0.879995110750238,0.0513223330421143,0.240230685060269,0.731728802551157,20,14885 68705 17420 67897 69833 66671 209357 20021
5991274_Processing_of_Capped_Intronless_Pre-mRNA,0.828264758497317,0.90093823093972,0.0491927521045191,0.228340725844003,0.700518014550511,21,20492 116748 69878 20638 68219 68092 243963 20643
5991275_Post-Elongation_Processing_of_Intronless_pre-mRNA,0.828264758497317,0.90093823093972,0.0491927521045191,0.228340725844003,0.700518014550511,21,20492 116748 69878 20638 68219 68092 243963 20643
5991284_RNA_Polymerase_III_Transcription_Initiation_From_Type_2_Promoter,0.48987108655617,0.670711347481111,0.0758886900606117,0.343283573719085,0.994123693666574,17,20018 67005 69870 69833 74414 70408 78929
5991285_RNA_Polymerase_III_Transcription_Initiation_From_Type_3_Promoter,0.4548802946593,0.6517355811011,0.0797705918628453,0.353994129128792,1.02514066540735,17,20018 67005 69870 69833 74414 70408 78929
"5991288_Transport_of_vitamins,_nucleosides,_and_related_molecules",0.764568764568765,0.871667891123144,0.0653834195468773,-0.221856250975535,-0.775210337300865,24,243328 108652 71279 26569 108096 24060
5991293_Prolonged_ERK_activation_events,0.465631929046563,0.653543031585945,0.0886261133285098,-0.325178259722763,-1.00388049464584,16,18803 107746 109880 54401 12929 16653 12928
5991298_NCAM_signaling_for_neurite_out-growth,0.425986842105263,0.622043993630949,0.077274697304471,0.304367641597431,1.02967589288131,32,19122 12534 73086 26417 15461
5991299_Axon_guidance,0.725895316804408,0.852521740395492,0.0432768714901103,0.194158434924971,0.886611288990114,169,19122 12933 71653 16412 12534 16410 11658 16443 73086 57257 14733 208117 14159 12661 11773 26417 15461 13800 56378 16571
5991300_Developmental_Biology,0.102362204724409,0.249149659863946,0.282013350011725,-0.220961561911613,-1.18321884476328,231,12517 19094 12912 20112 14083 20437 18222 76199 226251 20662 11479 14360 19165 56458 19014 18803 19877 13643 17127 20452 26896 17128 11352 17886 20742 15516 229003 29857 13641 224105 223666 227377 17977 17978 12537 17973 13383 67938 54401 213498 17974 12387 21667 14026 18761 68799 18738 70208 16333 67381 26416 59024 16653 13385 18479 327987
5991301_Interleukin-2_signaling,0.0470588235294118,0.150124432733128,0.271288554688953,0.444649095127445,1.48218106899754,30,16184 16185 14389 12534 171285 26417 15461 16453 16332
5991302_Signaling_by_Interleukins,0.0623387102251045,0.179953124098085,0.321775918075361,-0.302915300670914,-1.34713091702057,69,16194 16195 16150 21682 16451 15234 20662 26406 14360 67245 12402 107746 16452 18708 20848 18706 54401 16183 12929 16197 21402 16653 20850 20851 12928 17874 74769
5991303_Cytokine_Signaling_in_Immune_system,0.136680613668061,0.292510883440804,0.13880510939114,0.266657300223923,1.21226557674089,162,216233 17750 12505 16184 16185 15979 14389 246727 26410 17999 12534 12700 171285 12703 14469 14961 66892 15978 26987 27056 15976 26399 26417 15461 16453 16332 15900 93765
5991304_Gastrin-CREB_signalling_pathway_via_PKC_and_MAPK,0.242990654205607,0.432804022384456,0.106323255932708,0.27551173117411,1.15110753607014,96,58861 14062 16952 16995 12534 15200 14702 70086 14682 14676 26417 233079 14064 15461 14767 78826 20305
5991305_SHC1_events_in_ERBB2_signaling,0.339382940108893,0.5404304426734,0.0952879846194844,0.403043553603859,1.13155881764882,15,12534 15200 26417 15461
5991307_Signaling_by_ERBB4,0.257534246575342,0.454563459316719,0.142056643575821,-0.239053904484361,-1.11538327327171,83,12912 20662 14360 19165 56458 22084 56717 77647 15370 16452 78757 18708 18706 54401 16818 21402 12524 58988 16653 20850 75778 20851 74769 56637 19211 18707 100042150 20185
